[INFO 2017-11-30 18:26:22,708 demo.py:203] Namespace(augment_reverse=False, batch_size=64, bg_move=False, bg_noise=0.5, data='chair', diff_div_thresh=1.25, display=False, display_all=False, fg_noise=0.1, fixed_data=False, image_channel=3, image_size=128, init_model_path='', learning_rate=0.001, max_diff_thresh=0.1, min_diff_thresh=0.01, motion_range=2, net_depth=11, num_frame=2, num_objects=1, rand_noise=0, resolution=256, save_dir='./', save_display=False, save_display_dir='./', save_interval=2001, seed=111, tensorboard_path='../../tensorboard/exp05_001', test=False, test_all=False, test_epoch=20, test_gt=False, test_interval=200, train=True, train_epoch=2000)
[INFO 2017-11-30 18:26:29,788 demo.py:76] epoch 0, train loss: 1392.25, average train loss: 1392.25, base loss: 521.58
[INFO 2017-11-30 18:26:32,775 demo.py:76] epoch 1, train loss: 2635.75, average train loss: 2014.00, base loss: 532.29
[INFO 2017-11-30 18:26:35,250 demo.py:76] epoch 2, train loss: 418.18, average train loss: 1482.06, base loss: 485.52
[INFO 2017-11-30 18:26:37,845 demo.py:76] epoch 3, train loss: 571.22, average train loss: 1254.35, base loss: 483.30
[INFO 2017-11-30 18:26:40,377 demo.py:76] epoch 4, train loss: 651.46, average train loss: 1133.77, base loss: 471.49
[INFO 2017-11-30 18:26:42,901 demo.py:76] epoch 5, train loss: 643.91, average train loss: 1052.13, base loss: 478.92
[INFO 2017-11-30 18:26:45,443 demo.py:76] epoch 6, train loss: 1696.09, average train loss: 1144.12, base loss: 477.90
[INFO 2017-11-30 18:26:47,854 demo.py:76] epoch 7, train loss: 558.14, average train loss: 1070.87, base loss: 474.79
[INFO 2017-11-30 18:26:50,340 demo.py:76] epoch 8, train loss: 797.61, average train loss: 1040.51, base loss: 475.84
[INFO 2017-11-30 18:26:52,840 demo.py:76] epoch 9, train loss: 566.59, average train loss: 993.12, base loss: 480.41
[INFO 2017-11-30 18:26:55,277 demo.py:76] epoch 10, train loss: 553.64, average train loss: 953.17, base loss: 477.29
[INFO 2017-11-30 18:26:57,680 demo.py:76] epoch 11, train loss: 517.40, average train loss: 916.85, base loss: 477.11
[INFO 2017-11-30 18:27:00,188 demo.py:76] epoch 12, train loss: 701.70, average train loss: 900.30, base loss: 475.80
[INFO 2017-11-30 18:27:02,751 demo.py:76] epoch 13, train loss: 591.26, average train loss: 878.23, base loss: 477.03
[INFO 2017-11-30 18:27:05,292 demo.py:76] epoch 14, train loss: 544.08, average train loss: 855.95, base loss: 476.23
[INFO 2017-11-30 18:27:07,732 demo.py:76] epoch 15, train loss: 581.91, average train loss: 838.82, base loss: 469.95
[INFO 2017-11-30 18:27:10,230 demo.py:76] epoch 16, train loss: 540.55, average train loss: 821.28, base loss: 471.04
[INFO 2017-11-30 18:27:12,714 demo.py:76] epoch 17, train loss: 475.38, average train loss: 802.06, base loss: 470.02
[INFO 2017-11-30 18:27:15,239 demo.py:76] epoch 18, train loss: 497.68, average train loss: 786.04, base loss: 468.44
[INFO 2017-11-30 18:27:17,761 demo.py:76] epoch 19, train loss: 547.16, average train loss: 774.10, base loss: 465.92
[INFO 2017-11-30 18:27:20,292 demo.py:76] epoch 20, train loss: 546.21, average train loss: 763.25, base loss: 465.28
[INFO 2017-11-30 18:27:22,779 demo.py:76] epoch 21, train loss: 512.52, average train loss: 751.85, base loss: 465.15
[INFO 2017-11-30 18:27:25,289 demo.py:76] epoch 22, train loss: 497.49, average train loss: 740.79, base loss: 462.86
[INFO 2017-11-30 18:27:27,817 demo.py:76] epoch 23, train loss: 512.76, average train loss: 731.29, base loss: 463.73
[INFO 2017-11-30 18:27:30,361 demo.py:76] epoch 24, train loss: 463.47, average train loss: 720.58, base loss: 463.70
[INFO 2017-11-30 18:27:32,897 demo.py:76] epoch 25, train loss: 510.81, average train loss: 712.51, base loss: 464.20
[INFO 2017-11-30 18:27:35,425 demo.py:76] epoch 26, train loss: 497.37, average train loss: 704.54, base loss: 464.95
[INFO 2017-11-30 18:27:37,865 demo.py:76] epoch 27, train loss: 429.63, average train loss: 694.72, base loss: 462.11
[INFO 2017-11-30 18:27:40,421 demo.py:76] epoch 28, train loss: 551.47, average train loss: 689.78, base loss: 464.97
[INFO 2017-11-30 18:27:42,898 demo.py:76] epoch 29, train loss: 403.90, average train loss: 680.25, base loss: 463.74
[INFO 2017-11-30 18:27:45,451 demo.py:76] epoch 30, train loss: 476.33, average train loss: 673.67, base loss: 464.47
[INFO 2017-11-30 18:27:47,923 demo.py:76] epoch 31, train loss: 532.69, average train loss: 669.27, base loss: 467.03
[INFO 2017-11-30 18:27:50,459 demo.py:76] epoch 32, train loss: 640.09, average train loss: 668.38, base loss: 467.77
[INFO 2017-11-30 18:27:52,881 demo.py:76] epoch 33, train loss: 483.83, average train loss: 662.96, base loss: 468.85
[INFO 2017-11-30 18:27:55,429 demo.py:76] epoch 34, train loss: 517.11, average train loss: 658.79, base loss: 471.66
[INFO 2017-11-30 18:27:57,981 demo.py:76] epoch 35, train loss: 523.83, average train loss: 655.04, base loss: 471.56
[INFO 2017-11-30 18:28:00,343 demo.py:76] epoch 36, train loss: 381.67, average train loss: 647.65, base loss: 469.34
[INFO 2017-11-30 18:28:02,821 demo.py:76] epoch 37, train loss: 412.72, average train loss: 641.47, base loss: 467.22
[INFO 2017-11-30 18:28:05,364 demo.py:76] epoch 38, train loss: 423.97, average train loss: 635.89, base loss: 466.69
[INFO 2017-11-30 18:28:07,889 demo.py:76] epoch 39, train loss: 431.03, average train loss: 630.77, base loss: 466.34
[INFO 2017-11-30 18:28:11,126 demo.py:76] epoch 40, train loss: 556.25, average train loss: 628.95, base loss: 466.16
